Hole Depth (ft),True Vertical Depth (ft),Rate Of Penetration (ft/hr),Rotary RPM (rpm),Rotary Torque (ft-klbf),Weight on Bit (klb),Differential Pressure (psi),Inclination (deg),Gamma (API),Bit Size (In),Mud Weight (Lb/galUS)
8970,8968.23,36.4,45,8.5,6.8,225.8,4.4,55,12.25,9.4
8971,8969.26,68.3,45,9,8,261.8,4.4,62,12.25,9.4
8972,8970.25,74.7,45,9.3,6.6,272.24,4.4,66,12.25,9.4
8973,8971.24,80,44.9,9.5,9.7,307.05,4.4,57,12.25,9.4
8974,8972.27,80.7,45,9.7,12.6,311.36,4.4,49,12.25,9.4
8975,8973.28,70,44.9,10.5,14.5,314.32,4.4,43,12.25,9.4
8976,8974.25,65.5,45.1,10.3,14.5,341.17,4.4,55,12.25,9.4
8977,8975.24,74.1,45,11.8,13.8,370.7,4.4,72,12.25,9.4
8978,8976.23,81.9,45.1,9.5,11.3,335.05,4.4,76,12.25,9.4
8979,8977.25,42.3,10.4,3.9,9.2,117.19,4.4,72,12.25,9.4
8980,8978.29,24.4,0.4,5.5,13.1,154,4.4,70,12.25,9.4
8981,8979.76,26.5,0,5.4,17,168.35,4.4,65,12.25,9.4
8982,8980.27,24.1,0,4.8,18,180.43,4.4,63,12.25,9.4
8983,8981.25,27.5,0.2,4.6,20.3,189,4.4,64,12.25,9.4
8984,8982.17,25.3,4.3,9.6,24.4,167.99,4.4,67,12.25,9.4
8985,8983.41,16.5,12.1,10.2,36.3,35.2,4.4,70,12.25,9.4
8986,8984.25,19.7,44.9,8.4,5.5,202.42,4.4,64,12.25,9.4
8987,8985.18,51.5,45.1,8,5.9,212.26,4.4,63,12.25,9.4
8988,8986.21,75.9,45,9.6,9.2,255.78,4.4,61,12.25,9.4
8989,8987.27,94.5,45,11.2,13.7,335.28,4.4,56,12.25,9.4
8990,8988.16,38.8,12,3.5,7.7,93.91,4.4,53,12.25,9.4
8991,8989.22,18.8,2.4,6.2,8.5,194.13,4.4,57,12.25,9.4
8992,8990.16,20.4,1.4,6.7,10.1,199.73,4.4,56,12.25,9.4
8993,8991.2,28.1,0.1,6.5,17.7,213.55,4.4,65,12.25,9.4
8994,8992.03,28.3,5.4,6.4,16.5,179.83,4.5,72,12.25,9.4
8995,8993.02,49.7,45,6.9,3,124.26,5.3,70,12.25,9.4
8996,8994.03,65.4,44.9,8.1,6.9,186.13,5.3,69,12.25,9.4
8997,8995.03,75.3,45,7.7,7.2,198.27,5.3,92,12.25,9.4
8998,8996.03,75,45.1,8.2,6.7,243.08,5.3,78,12.25,9.4
8999,8996.99,43,9.4,3.6,6.5,99.11,5.3,74,12.25,9.4
9000,8998.05,29,0,6.8,15.8,205.96,5.3,68,12.25,9.4
9001,8999.03,27.9,0.4,7.7,18.1,251.14,5.3,66,12.25,9.4
9002,9000.02,28.2,0.1,6.2,12.7,204.8,5.3,70,12.25,9.4
9003,9001.03,29.6,0.3,6.1,19.6,123.26,5.3,72,12.25,9.4
9004,9002.07,15.7,3.9,6.4,29.5,20.99,5.3,76,12.25,9.4
9005,9003.02,25.3,45,9.6,11.9,243.41,5.3,62,12.25,9.4
9006,9004,74.1,45,10.6,13.1,286.96,5.3,72,12.25,9.4
9007,9005.01,47.1,17.7,4.9,2.4,99.01,5.3,77,12.25,9.4
9008,9006,28.5,3.8,5.5,4.6,146.54,5.3,75,12.25,9.4
9009,9006.99,29.7,3.5,4.9,7.4,156.85,5.3,75,12.25,9.4
9010,9007.99,29.3,2.5,5,10.1,167.22,5.3,70,12.25,9.4
9011,9008.95,27,4.5,8.9,8.9,204.05,5.3,75,12.25,9.4
9012,9009.98,29.3,4.6,8,13.2,125.93,5.3,72,12.25,9.4
9013,9010.96,27.9,4.7,7.9,15.3,173.7,5.3,82,12.25,9.4
9014,9011.98,27.8,5.3,10.5,15.9,156.61,5.3,77,12.25,9.4
9015,9012.96,16.5,6,12.5,23.2,13.68,5.3,80,12.25,9.4
9016,9013.97,18.9,44.9,6.9,4.6,72.07,5.3,62,12.25,9.4
9017,9014.97,29.7,45,6.4,4.4,82.79,5.3,68,12.25,9.4
9018,9015.97,29.7,45,6.3,3.1,65.81,5.3,72,12.25,9.4
9019,9016.96,29.6,45,6.6,2.8,69.04,5.3,72,12.25,9.4
9020,9017.95,29.7,45.1,5.9,2.6,64.44,5.3,70,12.25,9.4
9021,9018.95,29.6,45,6.8,4.7,62.24,5.3,74,12.25,9.4
9022,9019.95,29.7,45.1,7.2,5.9,80.2,5.3,64,12.25,9.4
9023,9020.94,29.6,45,7.8,7,101.54,5.3,60,12.25,9.4
9024,9021.95,29.5,44.8,9.3,6.9,103.55,5.3,61,12.25,9.4
9025,9022.93,28.5,44.9,8.9,6,90.65,5.3,55,12.25,9.4
9026,9023.92,29.1,9.2,2.8,9.6,49.09,5.4,55,12.25,9.4
9027,9024.93,28.2,5.3,5.8,17.5,177.99,5.4,53,12.25,9.4
9028,9025.88,21.9,5.6,5.2,18.3,246.33,5.4,55,12.25,9.4
9029,9026.91,22.7,5.4,4.3,16.4,160.7,5.4,55,12.25,9.4
9030,9027.88,23,15.9,3.8,18.8,76.47,5.4,65,12.25,9.4
9031,9029.4,27.4,45,9,13.2,105.27,5.4,58,12.25,9.4
9032,9030,27.8,39.9,10.8,12.7,55.53,5.4,49,12.25,9.4
9033,9030.96,27.7,45,6.9,11.7,86.5,5.4,45,12.25,9.4
9034,9031.89,29.7,45,7.3,4.8,100.5,5.4,45,12.25,9.4
9035,9032.88,29.7,45.1,6.9,5.3,89.8,5.4,41,12.25,9.4
9036,9033.88,29.7,45,7.2,8.2,102.52,5.4,33,12.25,9.4
9037,9034.87,29.6,45.1,8.1,10.8,151.88,5.4,42,12.25,9.4
9038,9035.86,29.7,45.1,7.6,6.7,140.91,5.4,45,12.25,9.4
9039,9036.86,29.7,45,7.4,6.2,121.74,5.4,37,12.25,9.4
9040,9037.86,29.7,44.9,7.7,6.2,128.13,5.4,39,12.25,9.4
9041,9039.36,29.8,44.7,7.3,4.4,8.69,5.4,47,12.25,9.4
9042,9039.85,29.7,45,6.6,4.4,-116.3,5.4,31,12.25,9.4
9043,9040.85,29.6,45,6.7,5.9,121.61,5.4,41,12.25,9.4
9044,9041.84,29.6,45,6.9,4.6,124.29,5.4,180,12.25,9.4
9045,9042.87,27.8,6.6,2.1,13.5,110.5,5.4,-999.25,12.25,9.4
9046,9043.82,18.5,5.6,4.2,16.8,193.12,5.4,-999.25,12.25,9.4
9047,9044.77,13,5.7,4.3,15.9,176.78,5.4,-999.25,12.25,9.4
9048,9045.82,15.6,5.7,4.8,19.5,195.24,5.4,-999.25,12.25,9.4
9049,9046.79,16.6,6.4,5,19.2,207.9,5.4,-999.25,12.25,9.4
9050,9047.88,16.8,15.5,4.1,23.6,91.24,5.4,-999.25,12.25,9.4
9051,9048.71,14.1,35.9,6.7,17.2,122.54,5.4,-999.25,12.25,9.4
9052,9049.87,27.7,5.8,2,17.3,108.48,5.4,-999.25,12.25,9.4
9053,9050.72,16.8,11.4,5.5,20.6,199.91,5.4,-999.25,12.25,9.4
9054,9051.81,18.5,9,4.4,17.1,181.4,5.4,-999.25,12.25,9.4
9055,9052.78,18.8,10.1,4.5,18.1,186.8,5.4,-999.25,12.25,9.4
9056,9053.85,16.6,13.5,5.8,21,160.76,5.4,34,12.25,9.4
9057,9054.92,11.2,14.2,4.8,23.9,123.86,5.4,27,12.25,9.4
9058,9056.28,20.3,44.2,1.9,7.1,31.39,5.4,25,12.25,9.4
9059,9056.79,23.5,43.6,10.2,11.6,91.13,5.4,26,12.25,9.4
9060,9057.78,25.4,45.1,7.4,10.2,180.43,5.4,25,12.25,9.4
9061,9058.77,29.3,45,7.3,9.7,183.78,5.4,31,12.25,9.4
9062,9059.73,30.5,45,7.3,8.7,170.58,5.6,26,12.25,9.4
9063,9060.72,29.1,45,7.5,12.3,190.9,5.6,44,12.25,9.4
9064,9061.71,29,45.1,7.6,10.2,202.1,5.6,28,12.25,9.4
9065,9062.71,29.3,44.9,7.4,8.9,187.55,5.6,28,12.25,9.4
9066,9063.71,29.3,45,7.6,7.5,193.96,5.6,28,12.25,9.4
9067,9064.7,29.3,45.1,7.5,8.7,191.98,5.6,29,12.25,9.4
9068,9065.7,29.2,45,7.5,8.6,170.1,5.6,30,12.25,9.4
9069,9066.69,29.3,45,7.3,7.3,169.28,5.6,29,12.25,9.4
9070,9067.68,29.3,45,6.7,6.2,148.36,5.6,26,12.25,9.4
9071,9068.68,29.3,44.9,7.1,7.1,-96.6,5.6,29,12.25,9.4
9072,9069.68,29.3,44.9,7,7,-559.07,5.6,30,12.25,9.4
9073,9070.67,29.3,45,7.8,9.6,-491.94,5.6,28,12.25,9.4
9074,9071.67,29.3,45,7.6,8.6,-222.7,5.6,38,12.25,9.4
9075,9072.66,29.3,44.9,8.1,7.7,-1.06,5.6,43,12.25,9.4
9076,9073.65,29.3,45,7.1,5.7,-19.35,5.6,40,12.25,9.4
9077,9074.71,32.5,6.9,2.2,14.9,76.55,5.6,29,12.25,9.4
9078,9075.64,17.5,15,4.6,17.8,170.62,5.6,32,12.25,9.4
9079,9076.66,13.7,17.3,5.4,17.3,242.04,5.6,28,12.25,9.4
9080,9077.62,16.3,15,5.3,13.6,187.87,5.6,37,12.25,9.4
9081,9079.13,15.3,11.9,4.2,16,144.83,5.6,35,12.25,9.4
9082,9079.72,16.4,10.5,3.7,17.4,177.07,5.6,29,12.25,9.4
9083,9080.65,11.1,14.1,3.9,16.2,205.81,5.6,30,12.25,9.4
9084,9081.63,13.7,14.2,3.8,13.8,186.73,5.6,40,12.25,9.4
9085,9082.66,17,21.1,4.3,20.8,58.79,5.6,31,12.25,9.4
9086,9083.56,17.3,42.4,9.7,10.1,157.48,5.6,31,12.25,9.4
9087,9084.59,28.4,45,7.8,7.6,181.7,5.6,29,12.25,9.4
9088,9085.59,34.7,45.1,7.5,5.5,153.67,5.6,30,12.25,9.4
9089,9086.52,29.4,44.9,7.6,6.1,143.74,6.1,30,12.25,9.4
9090,9087.52,29.8,45,7.9,6.5,170.66,6.1,22,12.25,9.4
9091,9088.51,29.8,44.9,8.4,6,196.38,6.1,35,12.25,9.4
9092,9089.5,29.8,44.9,8,5.6,194.34,6.1,35,12.25,9.4
9093,9090.5,29.9,45,7.8,5.8,211.96,6.1,31,12.25,9.4
9094,9091.49,29.8,45,7.7,10.4,179.46,6.1,29,12.25,9.4
9095,9092.48,29.9,45.1,7.8,11.5,177.33,6.1,33,12.25,9.4
9096,9093.48,29.9,45,7.4,5.8,144.26,6.1,35,12.25,9.4
9097,9094.47,29.8,45,7.9,5.4,174.14,6.1,33,12.25,9.4
9098,9095.46,29.9,45,7.3,5.5,156.85,6.1,23,12.25,9.4
9099,9096.46,29.8,45,7.8,7.2,172.34,6.1,33,12.25,9.4
9100,9097.46,29.8,45,7.8,7.8,178.7,6.1,35,12.25,9.4
9101,9098.46,29.8,44.9,8.1,6.9,188.39,6.1,35,12.25,9.4
9102,9099.45,29.9,45,7.9,6.7,180.58,6.1,32,12.25,9.4
9103,9100.45,29.8,45,8,6.5,175.2,6.1,33,12.25,9.4
9104,9101.43,29.7,45,7.9,6.7,163.04,6.1,31,12.25,9.4
9105,9102.42,29.6,45,7.7,5.9,151.54,6.1,31,12.25,9.4
9106,9103.22,59.6,0.1,0.4,2.9,81.55,1.4,30,8.5,9.4
9107,9104.63,238.7,0.1,0.3,21.3,51.59,2.3,32,8.5,9.4
9108,9105.31,41.7,0.1,0.5,6.3,26.92,6.4,31,8.5,9.4
9109,9106.31,49.7,0.2,0.6,-0.9,27.27,6.4,27,8.5,9.4
9110,9107.28,50.2,0.1,0.5,0.3,15.38,6.4,40,8.5,9.4
9111,9108.3,67,0.1,0.8,0.3,11.01,6.4,35,8.5,9.4
9112,9109.27,74.6,0.1,0.7,-0.2,14.06,6.4,28,8.5,9.4
9113,9110.23,76.4,0.1,0.5,1.2,34.59,6.4,33,8.5,9.4
9114,9111.37,73.6,0.2,1.1,2.1,87.85,6.4,29,8.5,9.4
9115,9112.3,36.4,0.3,1.3,2.7,95.88,6.4,30,8.5,9.4
9116,9113.29,29.2,0.3,1.3,3.3,103.57,6.4,26,8.5,9.4
9117,9114.26,27.1,0.1,1.3,3.8,124.21,6.4,42,8.5,9.4
9118,9115.27,27.3,0.1,1.5,2.4,94.43,6.4,30,8.5,9.4
9119,9116.25,25.9,0.1,1.8,2,90.79,6.4,26,8.5,9.4
9120,9117.25,26.5,0.1,1.4,1.7,57.19,6.4,22,8.5,9.4
9121,9118.23,26.3,0.1,1.6,2,84.99,6.4,27,8.5,9.4
9122,9119.23,26.3,0.1,1.8,1.9,74.02,6.4,26,8.5,9.4
9123,9120.23,26.3,0.1,1.5,2.7,36.47,6.4,34,8.5,9.4
9124,9121.21,24,0.1,1.9,3.8,66.91,6.4,33,8.5,9.4
9125,9122.21,23.8,0.1,1.7,3,43.61,6.4,32,8.5,9.4
9126,9123.23,23,0.1,2,4.8,57.39,6.4,31,8.5,9.4
9127,9124.17,18.9,0.1,1.6,5,72.24,6.4,30,8.5,9.4
9128,9125.18,20.6,0.1,1.4,5.9,75,6.4,33,8.5,9.4
9129,9126.22,22.8,0.3,1.6,7.6,77.97,6.4,30,8.5,9.4
9130,9127.19,20,0,1.5,7.8,76.58,6.4,31,8.5,9.4
9131,9128.07,19.5,0.1,1.6,7.8,82.97,6.4,26,8.5,9.4
9132,9129.67,20.7,0.1,0.8,12.2,143.73,6.9,23,8.5,9.4
9133,9130.22,18.7,0.2,0.9,12,138.31,6.9,28,8.5,9.4
9134,9131.11,12,0.2,0.7,11.9,134.66,6.9,30,8.5,9.4
9135,9132.65,16.3,0.2,1.2,12.4,127.21,6.9,22,8.5,9.4
9136,9133.16,17.8,0.1,1.7,12.9,148.78,6.9,30,8.5,9.4
9137,9134.17,16.6,0.1,1.5,12.9,162.49,6.9,32,8.5,9.4
9138,9135.3,10.7,0.1,1,13.4,142.49,6.9,32,8.5,9.4
9139,9136.05,6.3,3.2,1.1,14.7,145.13,6.9,25,8.5,9.4
9140,9137.13,10.9,3.8,1.2,13.6,171.14,6.9,31,8.5,9.4
9141,9138.12,10.4,3.7,1.2,10.6,173.98,6.9,31,8.5,9.4
9142,9139.11,10.6,3.6,1.3,12,171.18,6.9,23,8.5,9.4
9143,9140.6,11.8,0.2,2.8,12.2,140.19,6.9,31,8.5,9.4
9144,9141.1,12.2,3.7,1.3,13,156.99,6.9,34,8.5,9.4
9145,9142.1,13.1,3.7,1.4,13.2,147.59,6.9,31,8.5,9.4
9146,9143.6,14.1,3.4,0.8,14.2,100.05,6.9,48,8.5,9.4
9147,9144.09,14.5,3.6,1.6,13.9,128.79,6.9,56,8.5,9.4
9148,9145.1,14.7,3.8,1.7,14.5,132.32,6.9,86,8.5,9.4
9149,9146.09,14.8,3.7,1.7,14.4,129.98,6.9,45,8.5,9.4
9150,9147.14,15.2,3.6,1.1,15.4,60.01,6.9,24,8.5,9.4
9151,9148.03,11.8,3.9,1.5,15.5,157.16,6.9,25,8.5,9.4
9152,9149.07,14.5,3.6,1.4,14.7,130.08,6.9,24,8.5,9.4
9153,9150.07,15.4,3.8,1.6,14.9,122.91,6.9,26,8.5,9.4
9154,9151.07,15.5,3.8,1.6,15.1,121.36,6.9,27,8.5,9.4
9155,9152.06,15.4,3.7,1.6,14.3,134.25,6.9,21,8.5,9.4
9156,9153.06,15.4,3.8,1.6,13.8,129.69,6.9,24,8.5,9.4
9157,9154.06,15.5,3.7,1.4,14.7,124.48,6.9,31,8.5,9.4
9158,9155.05,15.3,3.8,1.6,15.4,125.64,6.9,22,8.5,9.4
9159,9156.05,15.4,3.9,1.6,15.2,124.62,6.9,23,8.5,9.4
9160,9157.05,15.5,3.7,1.5,14.2,121.35,6.9,23,8.5,9.4
9161,9158.55,15.6,5,2.1,13.6,92.63,6.9,18,8.5,9.4
9162,9159.04,15.5,3.9,1.5,14.5,116.34,6.9,31,8.5,9.4
9163,9160.04,15.6,3.8,1.6,14.6,124.86,6.9,30,8.5,9.4
9164,9161.02,16.4,3.7,1.4,13.8,112.77,7.1,32,8.5,9.4
9165,9162.02,16.8,3.7,1.5,13.4,117.13,7.3,32,8.5,9.4
9166,9163.01,15.6,3.8,1.5,13.4,109.94,7.3,30,8.5,9.4
9167,9164.02,15.8,3.7,1.5,13.8,116.73,7.3,26,8.5,9.4
9168,9165.02,15.4,3.7,1.7,14.2,111.56,7.3,22,8.5,9.4
9169,9166,15.5,3.7,1.7,13.8,110.93,7.3,26,8.5,9.4
9170,9167,17.6,3.7,1.5,17.2,122.15,7.3,44,8.5,9.4
9171,9168.04,15.8,3.7,1.5,21.1,97.98,7.3,32,8.5,9.4
9172,9169.02,14.9,3.9,1.4,15,114.29,7.3,40,8.5,9.4
9173,9170.02,18.2,3.8,1.6,15.1,123.56,7.3,26,8.5,9.4
9174,9171.01,17.9,3.7,1.6,15,123.78,7.3,28,8.5,9.4
9175,9172.01,18.7,3.7,1.6,15,123.09,7.3,22,8.5,9.4
9176,9173,18.7,3.8,1.7,14.9,117.08,7.3,26,8.5,9.4
9177,9174,18.6,3.9,1.7,14.6,122.62,7.3,24,8.5,9.4
9178,9175.01,19,3.7,1.7,15.5,117.3,7.3,20,8.5,9.4
9179,9176.5,19.2,5,0.9,16.5,160.14,7.3,16,8.5,9.4
9180,9177,18.9,3.7,1.8,15.2,120.56,7.3,27,8.5,9.4
9181,9177.98,18.1,3.6,1.7,13.8,130.76,7.3,30,8.5,9.4
9182,9178.98,18.4,3.7,1.7,14.3,121.7,7.3,26,8.5,9.4
9183,9180,20,3.7,1.7,15.5,119,7.3,21,8.5,9.4
9184,9180.99,20.1,3.7,1.8,15.7,125.23,7.3,19,8.5,9.4
9185,9182,19.9,3.8,1.8,15.5,131.01,7.3,26,8.5,9.4
9186,9183,19.5,3.7,1.6,15,123.41,7.3,23,8.5,9.4
9187,9184,19.8,3.7,1.7,15,125.33,7.3,22,8.5,9.4
9188,9184.99,19.7,3.8,1.8,15.4,125.62,7.3,26,8.5,9.4
9189,9186,19.3,3.6,1.8,16.1,133.73,7.3,31,8.5,9.4
9190,9186.98,19.1,3.8,1.6,15.4,115.5,7.3,35,8.5,9.4
9191,9187.98,20.5,3.7,1.8,14.9,119.24,7.3,40,8.5,9.4
9192,9188.98,20.7,3.9,1.9,15.4,117.88,7.3,49,8.5,9.4
9193,9189.98,21,3.8,1.6,16.4,91.78,7.3,29,8.5,9.4
9194,9190.98,21.4,3.8,1.8,16.9,100.1,7.3,2,8.5,9.4
9195,9191.99,21.6,3.7,1.8,16,98.99,7.4,24,8.5,9.4
9196,9192.9,20.3,3.6,1.5,12.2,131.03,8,30,8.5,9.4
9197,9193.88,18.7,3.6,1.5,12.3,140.73,8,43,8.5,9.4
9198,9194.9,18.5,3.8,1.6,13.1,148.62,8,28,8.5,9.4
9199,9195.89,17.4,3.7,1.5,13.8,149.98,8,26,8.5,9.4
9200,9197.39,17,2.3,1.8,12.2,174.58,8,31,8.5,9.4
9201,9197.89,16.7,3.6,1.5,13.2,157.42,8,27,8.5,9.4
9202,9198.95,15.2,3.6,1.5,17.4,147.4,8,18,8.5,9.4
9203,9199.9,15.4,3.5,1.6,20.3,161.27,8,22,8.5,9.4
9204,9200.88,20,3.7,1.5,14.6,184.16,8,28,8.5,9.4
9205,9201.88,18.8,3.8,1.4,14.4,186.49,8,24,8.5,9.4
9206,9202.89,19.6,3.8,1.6,14.7,177.62,8,19,8.5,9.4
9207,9203.88,19.3,3.8,1.6,14.2,184.65,8,21,8.5,9.4
9208,9204.89,18.9,3.7,1.5,14.1,188.76,8,27,8.5,9.4
9209,9205.86,18.1,3.7,1.6,14.2,182.46,8,21,8.5,9.4
9210,9206.9,25,3.7,1.8,15.7,117.84,8,21,8.5,9.4
9211,9207.88,29,3.6,1.9,18.3,162.06,8,26,8.5,9.4
9212,9208.86,27.7,3.6,2.2,19.3,164.74,8,28,8.5,9.4
9213,9209.88,28.4,3.8,2.1,20,169.04,8,26,8.5,9.4
9214,9210.88,28.5,3.6,2.1,20.7,171.55,8,31,8.5,9.4
9215,9211.9,27.1,3.9,2.2,20.4,191.56,8,31,8.5,9.4
9216,9212.87,23.6,3.7,2.2,17.5,189.96,8,30,8.5,9.4
9217,9213.87,25.9,3.8,2,17.7,183.81,8,35,8.5,9.4
9218,9214.85,27.4,3.9,2,18.4,199.77,8,25,8.5,9.4
9219,9215.87,28.8,3.7,1.8,20.4,189.34,8,22,8.5,9.4
9220,9216.88,28.9,3.5,2,21.2,194.34,8,18,8.5,9.4
9221,9217.89,28.3,3.7,2.1,20.3,195.98,8,30,8.5,9.4
9222,9218.85,27.3,3.7,2.2,19.1,201.5,8,37,8.5,9.4
9223,9220.38,26.2,4.7,1.9,19.1,117.35,8,29,8.5,9.4
9224,9220.89,28.6,3.6,1.9,20.6,197.42,8,24,8.5,9.4
9225,9221.9,28.8,3.8,1.9,21,220.49,8,27,8.5,9.4
9226,9222.72,29,3.9,1.6,15.9,163.13,8.6,25,8.5,9.4
9227,9223.65,46.3,4.1,1.6,12.2,157.09,10.3,27,8.5,9.4
9228,9224.61,33.3,3.6,1.8,16.9,196.43,10.3,23,8.5,9.4
9229,9225.6,28.4,3.6,1.9,17.6,213.49,10.3,31,8.5,9.4
9230,9226.62,28.8,3.8,1.8,18.1,210.24,10.3,31,8.5,9.4
9231,9227.6,28.9,3.9,2,18,210.08,10.3,34,8.5,9.4
9232,9228.59,28,3.8,2,17.9,216.1,10.3,41,8.5,9.4
9233,9229.62,27.9,3.7,2,18.3,221.62,10.3,67,8.5,9.4
9234,9230.62,26,3.7,2,20.2,225.03,10.3,47,8.5,9.4
9235,9231.6,28.1,3.6,1.7,19.9,200.87,10.3,22,8.5,9.4
9236,9232.63,32.7,4.1,1.9,19.5,229.41,10.3,27,8.5,9.4
9237,9233.61,30.3,3.7,1.9,19.7,241.79,10.3,28,8.5,9.4
9238,9234.61,30.1,3.8,1.8,20.7,237.88,10.3,25,8.5,9.4
9239,9235.61,29.9,3.6,2.2,20.7,239.02,10.3,58,8.5,9.4
9240,9236.61,31.1,3.6,2.2,21.3,234.72,10.3,46,8.5,9.4
9241,9237.58,28.6,3.7,2.1,19.7,241.37,10.3,40,8.5,9.4
9242,9238.61,30.7,3.6,2.2,20.2,233.65,10.3,64,8.5,9.4
9243,9239.63,31.1,3.6,2.3,22.1,243.76,10.3,86,8.5,9.4
9244,9240.59,28.2,3.6,2,20.1,238.62,10.3,25,8.5,9.4
9245,9241.66,33,3.4,1.8,18.5,235.09,10.3,20,8.5,9.4
9246,9242.63,29.1,3.9,1.9,19.5,250.23,10.3,21,8.5,9.4
9247,9243.62,28.6,3.7,2,19.9,241.67,10.3,34,8.5,9.4
9248,9244.61,30.1,3.7,2,21,240.74,10.3,29,8.5,9.4
9249,9245.59,28.6,3.9,2,20.3,244.34,10.3,30,8.5,9.4
9250,9246.62,29.4,3.8,2.1,20.7,247.92,10.3,29,8.5,9.4
9251,9247.62,28.5,3.5,2.2,20.1,249.75,10.3,32,8.5,9.4
9252,9248.63,28.9,3.7,2.1,19.6,243.06,10.3,32,8.5,9.4
9253,9250.12,27.5,0.9,2.3,20.4,265.74,10.3,31,8.5,9.4
9254,9250.63,30.1,4,2.1,20.6,247.92,10.3,12,8.5,9.4
9255,9251.57,26.7,3.6,2,18.8,245.97,10.3,22,8.5,9.4
9256,9252.61,30.5,3.7,1.9,19.6,236.52,10.3,22,8.5,9.4
9257,9253.6,28.8,3.6,1.8,19.6,249.99,10.3,10,8.5,9.4
9258,9254.61,29.2,3.6,2.1,20.2,244.16,10.3,27,8.5,9.4
9259,9255.62,29.2,3.8,2.1,20.5,250.79,10.3,49,8.5,9.4
9260,9256.58,24.4,4,1.7,13.3,259.37,12.5,26,8.5,9.4
9261,9257.14,24.8,3.8,1.7,13.3,251.41,13.2,44,8.5,9.4
9262,9258.11,23.5,3.9,1.7,14,273.6,13.2,42,8.5,9.4
9263,9259.11,24.1,3.7,1.7,15.2,287.92,13.2,39,8.5,9.4
9264,9260.07,23.9,3.6,1.8,14.8,285.63,13.2,25,8.5,9.4
9265,9261.1,23.7,3.8,1.7,15.5,296.46,13.2,48,8.5,9.4
9266,9262.13,23.6,3.7,1.5,19.3,312.47,13.2,33,8.5,9.4
9267,9263.14,25.4,3.9,1.5,21.7,298.1,13.2,25,8.5,9.4
9268,9264.1,24.5,3.5,1.6,15.5,313.55,13.2,-5,8.5,9.4
9269,9265.09,24.1,3.8,1.6,15.9,311.1,13.2,23,8.5,9.4
9270,9266.11,25.3,3.8,1.8,16.1,313.69,13.2,28,8.5,9.4
9271,9267.62,24.7,2,3,15.6,313.76,13.2,27,8.5,9.4
9272,9268.08,23.8,3.7,1.7,15.2,311.31,13.2,29,8.5,9.4
9273,9269.09,24.2,3.6,1.8,15.4,309.8,13.2,25,8.5,9.4
9274,9270.11,23.8,3.8,1.7,15.8,315.63,13.2,27,8.5,9.4
9275,9271.14,23.8,3.8,1.6,15.3,315.46,13.2,13,8.5,9.4
9276,9272.12,23.5,3.7,1.7,14,307.12,13.2,26,8.5,9.4
9277,9273.14,24.8,3.8,1.7,14.6,313.17,13.2,30,8.5,9.4
9278,9274.14,24.5,3.8,1.7,15,307.5,13.2,26,8.5,9.4
9279,9275.11,25.5,3.6,1.6,15.6,304.31,13.2,19,8.5,9.4
9280,9276.1,25.7,3.7,1.9,15.8,310.46,13.2,24,8.5,9.4
9281,9277.13,27,3.6,1.9,16.1,315.28,13.2,26,8.5,9.4
9282,9278.12,27.1,3.9,2.1,16,313.91,13.2,27,8.5,9.4
9283,9279.12,27.4,3.8,1.9,15.9,310.88,13.2,25,8.5,9.4
9284,9280.62,27,3.7,2.1,16.7,293.95,13.2,30,8.5,9.4
9285,9281.22,37.5,31.5,4.6,16,133.86,13.2,49,8.5,9.4
9286,9282.07,35.5,35,4.7,15.4,128.33,13.2,41,8.5,9.4
9287,9283.12,42.1,35.1,4.8,17.3,131.74,13.2,17,8.5,9.4
9288,9284.11,35.9,35,5,17.8,131.96,13.2,20,8.5,9.4
9289,9285.1,34.5,35,4.9,17.7,126.46,13.2,21,8.5,9.4
9290,9286.11,36.2,35,4.9,17.7,124.87,13.2,23,8.5,9.4
9291,9287.1,37,24.6,4.2,17.3,150.71,14.3,31,8.5,9.4
9292,9288.13,34.8,3.8,2.2,16.7,225.34,16.5,32,8.5,9.4
9293,9289.11,29.8,3.8,1.8,16.6,209.47,16.5,25,8.5,9.4
9294,9290.11,31,3.7,2,17.8,216.73,16.5,31,8.5,9.4
9295,9291.1,32.1,3.8,2.1,18.9,231.59,16.5,24,8.5,9.4
9296,9292.11,32.1,3.7,2.1,18.8,215.82,16.5,25,8.5,9.4
9297,9293.13,31.5,3.9,2,21.2,221.06,16.5,20,8.5,9.4
9298,9294.19,27.6,3.8,2.1,23.7,200.19,16.5,26,8.5,9.4
9299,9295.07,22.8,3.8,1.7,19.9,182.76,16.5,29,8.5,9.4
9300,9296.12,32.8,4,1.9,18.2,199.92,16.5,38,8.5,9.4
9301,9297.12,33.4,3.6,1.8,19,206.49,16.5,42,8.5,9.4
9302,9298.11,33.3,3.9,2,19.4,221.52,16.5,25,8.5,9.4
9303,9299.11,33.5,3.6,2.1,20.1,209.41,16.5,26,8.5,9.4
9304,9300.11,33.6,3.7,2.1,21.3,208.93,16.5,24,8.5,9.4
9305,9301.11,33.5,3.7,2.1,21.5,208.44,16.5,35,8.5,9.4
9306,9301.03,33.4,4,2.2,21.4,204.72,16.5,39,8.5,9.4
9307,9301.79,33.6,3.8,2.4,20.8,196.24,16.5,28,8.5,9.4
9308,9302.79,33.3,3.6,2.2,21,205.49,16.5,32,8.5,9.4
